,0,Date,class,domain,lookback
308,0.0,2002-03-06,credit,global,252
309,0.0,2002-03-07,credit,global,252
310,0.0,2002-03-08,credit,global,252
311,0.0,2002-03-11,credit,global,252
312,0.0,2002-03-12,credit,global,252
313,0.0,2002-03-13,credit,global,252
314,0.0,2002-03-14,credit,global,252
315,0.0,2002-03-15,credit,global,252
316,0.0,2002-03-18,credit,global,252
317,0.0,2002-03-19,credit,global,252
318,0.0,2002-03-20,credit,global,252
319,0.0,2002-03-21,credit,global,252
320,0.0,2002-03-22,credit,global,252
321,0.0,2002-03-25,credit,global,252
322,0.0,2002-03-26,credit,global,252
323,0.0,2002-03-27,credit,global,252
324,0.0,2002-03-28,credit,global,252
325,0.0,2002-03-29,credit,global,252
326,0.0,2002-04-01,credit,global,252
327,0.0,2002-04-02,credit,global,252
328,0.0,2002-04-03,credit,global,252
329,0.0,2002-04-04,credit,global,252
330,0.0,2002-04-05,credit,global,252
331,0.0,2002-04-08,credit,global,252
332,0.0,2002-04-09,credit,global,252
333,0.0,2002-04-10,credit,global,252
334,0.0,2002-04-11,credit,global,252
335,0.0,2002-04-12,credit,global,252
336,0.0,2002-04-15,credit,global,252
337,0.0,2002-04-16,credit,global,252
338,0.0,2002-04-17,credit,global,252
339,0.0,2002-04-18,credit,global,252
340,0.0,2002-04-19,credit,global,252
341,0.0,2002-04-22,credit,global,252
342,0.0,2002-04-23,credit,global,252
343,0.0,2002-04-24,credit,global,252
344,0.0,2002-04-25,credit,global,252
345,0.0,2002-04-26,credit,global,252
346,0.0,2002-04-29,credit,global,252
347,0.0009652509652509,2002-04-30,credit,global,252
348,0.0,2002-05-01,credit,global,252
349,0.0,2002-05-02,credit,global,252
350,0.0,2002-05-03,credit,global,252
351,0.0,2002-05-06,credit,global,252
352,0.0,2002-05-07,credit,global,252
353,0.0,2002-05-08,credit,global,252
354,0.0,2002-05-09,credit,global,252
355,0.0,2002-05-10,credit,global,252
356,0.0,2002-05-13,credit,global,252
357,0.0,2002-05-14,credit,global,252
358,0.0,2002-05-15,credit,global,252
359,0.0,2002-05-16,credit,global,252
360,0.0,2002-05-17,credit,global,252
361,0.0,2002-05-20,credit,global,252
362,0.0,2002-05-21,credit,global,252
363,0.0,2002-05-22,credit,global,252
364,0.0,2002-05-23,credit,global,252
365,0.0,2002-05-24,credit,global,252
366,0.0,2002-05-27,credit,global,252
367,0.0,2002-05-28,credit,global,252
368,0.0,2002-05-29,credit,global,252
369,0.0,2002-05-30,credit,global,252
370,0.0028957528957528,2002-05-31,credit,global,252
371,0.0,2002-06-03,credit,global,252
372,0.0,2002-06-04,credit,global,252
373,0.0,2002-06-05,credit,global,252
374,0.0,2002-06-06,credit,global,252
375,0.0,2002-06-07,credit,global,252
376,0.0,2002-06-10,credit,global,252
377,0.0,2002-06-11,credit,global,252
378,0.0,2002-06-12,credit,global,252
379,0.0,2002-06-13,credit,global,252
380,0.0,2002-06-14,credit,global,252
381,0.0,2002-06-17,credit,global,252
382,0.0,2002-06-18,credit,global,252
383,0.0,2002-06-19,credit,global,252
384,0.0,2002-06-20,credit,global,252
385,0.0,2002-06-21,credit,global,252
386,0.0,2002-06-24,credit,global,252
387,0.0,2002-06-25,credit,global,252
388,0.0,2002-06-26,credit,global,252
389,0.0,2002-06-27,credit,global,252
390,0.0057915057915057,2002-06-28,credit,global,252
391,0.0,2002-07-01,credit,global,252
392,0.0,2002-07-02,credit,global,252
393,0.0,2002-07-03,credit,global,252
394,0.0,2002-07-04,credit,global,252
395,0.0,2002-07-05,credit,global,252
396,0.0,2002-07-08,credit,global,252
